name_1,date_1,name_2,date_2,name_3,date_3,context,correct_date,correct_answer
Luke,1919-08-11,Kevin,1915-04-22,Dean,1919-04-11,Luke was born on the day the German Revolution ended. Kevin was born on the day the Second Battle of Ypres began. Dean was born on the day the International Labour Organization was established. The oldest is,1915-04-22,Kevin
Maria,1916-12-06,Connor,1909-04-13,Matt,1919-08-11,Maria was born on the day David Lloyd George became Prime Minister. Connor was born on the day a countercoup failed in the Ottoman Empire. Matt was born on the day the German Revolution ended. The oldest is,1909-04-13,Connor
Matt,1919-04-11,Tyler,1903-07-01,Brandon,1919-01-21,Matt was born on the day the International Labour Organization was established. Tyler was born on the day the first Tour de France was held. Brandon was born on the day the First Red Scare began and the Irish War of Independence started. The oldest is,1903-07-01,Tyler
Andrew,1907-07-24,Rachel,1908-05-26,Tyler,1919-02-14,Andrew was born on the day the Japan–Korea Treaty was signed. Rachel was born on the day the first commercial Middle Eastern oilfield was established. Tyler was born on the day the Polish-Soviet War began. The oldest is,1907-07-24,Andrew
Alex,1907-07-24,Tyler,1903-07-01,Matt,1919-08-11,Alex was born on the day the Japan–Korea Treaty was signed. Tyler was born on the day the first Tour de France was held. Matt was born on the day the German Revolution ended. The oldest is,1903-07-01,Tyler
Fred,1905-12-05,Charlie,1918-07-04,Jack,1913-01-23,Fred was born on the day Henry Campbell-Bannerman became Prime Minister. Charlie was born on the day Mehmed VI became the last Sultan of the Ottoman Empire. Jack was born on the day Ismail Enver came to power. The oldest is,1905-12-05,Fred
Laura,1919-08-11,Fred,1910-08-28,Leon,1912-07-30,Laura was born on the day the German Revolution ended. Fred was born on the day the Kingdom of Montenegro declared its independence. Leon was born on the day the Meiji era ended. The oldest is,1910-08-28,Fred
Jason,1905-01-22,Aaron,1908-10-05,Josh,1919-02-14,Jason was born on the day the Revolution of 1905 erupted. Aaron was born on the day Bulgaria declared independence. Josh was born on the day the Polish-Soviet War began. The oldest is,1905-01-22,Jason
Josh,1917-11-26,Kyle,1905-03-31,Aaron,1908-10-05,Josh was born on the day the National Hockey League was formed. Kyle was born on the day the First Moroccan Crisis began. Aaron was born on the day Bulgaria declared independence. The oldest is,1905-03-31,Kyle
Neil,1917-06-04,Henry,1907-08-31,Luke,1901-01-22,Neil was born on the day the first Pulitzer Prizes were announced. Henry was born on the day the Anglo-Russian Convention ended the Great Game. Luke was born on the day Edward VII became King of England and India. The oldest is,1901-01-22,Luke
Dallas,1912-08-25,Laura,1919-08-11,Charlie,1914-08-15,Dallas was born on the day the Kuomintang was founded. Laura was born on the day the German Revolution ended. Charlie was born on the day the Panama Canal opened. The oldest is,1912-08-25,Dallas
Alex,1908-07-26,Charlie,1917-11-26,Jack,1908-12-28,Alex was born on the day the Bureau of Investigation was founded. Charlie was born on the day the National Hockey League was formed. Jack was born on the day of the 1908 Messina earthquake. The oldest is,1908-07-26,Alex
Alex,1917-11-26,Kyle,1918-11-09,Grant,1913-12-23,Alex was born on the day the National Hockey League was formed. Kyle was born on the day Wilhelm II abdicated. Grant was born on the day the Federal Reserve System was created. The oldest is,1913-12-23,Grant
Mark,1909-04-13,Tyler,1903-07-01,Connor,1919-04-13,Mark was born on the day a countercoup failed in the Ottoman Empire. Tyler was born on the day the first Tour de France was held. Connor was born on the day the Jallianwala Bagh massacre occurred. The oldest is,1903-07-01,Tyler
William,1910-10-05,Rachel,1913-05-30,Charlie,1918-07-04,William was born on the day the First Portuguese Republic was proclaimed. Rachel was born on the day the Treaty of London was signed. Charlie was born on the day Mehmed VI became the last Sultan of the Ottoman Empire. The oldest is,1910-10-05,William
Marco,1912-02-12,Brandon,1906-04-18,Jerry,1918-12-01,Marco was born on the day the Chinese Empire ended and the Republic of China was established. Brandon was born on the day an earthquake with a magnitude of 7.9 occurred in San Francisco. Jerry was born on the day the Kingdom of Iceland was formed. The oldest is,1906-04-18,Brandon
Hope,1911-09-29,Max,1909-04-06,Brandon,1919-01-21,Hope was born on the day the Italo-Turkish war began. Max was born on the day Robert Peary claimed to reach the North Pole. Brandon was born on the day the First Red Scare began and the Irish War of Independence started. The oldest is,1909-04-06,Max
Frank,1912-03-30,Richard,1918-05-28,Andrew,1912-04-15,Frank was born on the day Morocco became a protectorate of France. Richard was born on the day Azerbaijan Democratic Republic was declared. Andrew was born on the day the RMS Titanic sank. The oldest is,1912-03-30,Frank
Mark,1909-04-13,Tyler,1919-02-14,Connor,1919-04-13,Mark was born on the day a countercoup failed in the Ottoman Empire. Tyler was born on the day the Polish-Soviet War began. Connor was born on the day the Jallianwala Bagh massacre occurred. The oldest is,1909-04-13,Mark
Bob,1903-12-17,Josh,1901-12-10,Rose,1908-12-02,Bob was born on the day the Wright brothers made their first successful flight. Josh was born on the day the first Nobel Prize awards took place. Rose was born on the day Puyi became the last Emperor of China. The oldest is,1901-12-10,Josh
Robert,1902-07-17,Grant,1919-01-21,Luke,1903-08-04,Robert was born on the day Willis Carrier invented the first modern electrical air conditioning unit. Grant was born on the day the First Red Scare began and the Irish War of Independence started. Luke was born on the day Pius X became Pope. The oldest is,1902-07-17,Robert
Connor,1916-12-30,Marco,1912-02-12,Josh,1901-12-10,Connor was born on the day Grigori Rasputin was assassinated. Marco was born on the day the Chinese Empire ended and the Republic of China was established. Josh was born on the day the first Nobel Prize awards took place. The oldest is,1901-12-10,Josh
Neil,1907-07-24,Kyle,1918-11-09,Frank,1918-07-04,Neil was born on the day the Japan–Korea Treaty was signed. Kyle was born on the day Wilhelm II abdicated. Frank was born on the day Mehmed VI became the last Sultan of the Ottoman Empire. The oldest is,1907-07-24,Neil
Mark,1903-08-04,Rose,1908-12-02,Frank,1905-01-22,Mark was born on the day Pius X became Pope. Rose was born on the day Puyi became the last Emperor of China. Frank was born on the day the Revolution of 1905 erupted. The oldest is,1903-08-04,Mark
Connor,1919-04-13,Michael,1916-12-06,Frank,1901-09-06,Connor was born on the day the Jallianwala Bagh massacre occurred. Michael was born on the day David Lloyd George became Prime Minister. Frank was born on the day Theodore Roosevelt took office. The oldest is,1901-09-06,Frank
Dallas,1901-12-12,Michael,1910-10-05,Rachel,1901-03-02,Dallas was born on the day Guglielmo Marconi received the first transatlantic radio signal. Michael was born on the day the First Portuguese Republic was proclaimed. Rachel was born on the day The Platt Amendment provided for Cuban independence. The oldest is,1901-03-02,Rachel
George,1919-04-13,Grant,1917-11-26,Fred,1910-08-28,George was born on the day the Jallianwala Bagh massacre occurred. Grant was born on the day the National Hockey League was formed. Fred was born on the day the Kingdom of Montenegro declared its independence. The oldest is,1910-08-28,Fred
Richard,1903-11-18,Andrew,1916-01-09,Luke,1902-05-31,Richard was born on the day the independence of Panama from the Hay–Bunau-Varilla Treaty was signed. Andrew was born on the day the Allied forces at Gallipoli withdrew due to heavy casualties. Luke was born on the day the Second Boer War ended. The oldest is,1902-05-31,Luke
Rachel,1907-07-24,Robert,1917-06-04,George,1919-04-13,Rachel was born on the day the Japan–Korea Treaty was signed. Robert was born on the day the first Pulitzer Prizes were announced. George was born on the day the Jallianwala Bagh massacre occurred. The oldest is,1907-07-24,Rachel
Alice,1905-12-05,Connor,1916-12-30,Hope,1911-09-29,Alice was born on the day Henry Campbell-Bannerman became Prime Minister. Connor was born on the day Grigori Rasputin was assassinated. Hope was born on the day the Italo-Turkish war began. The oldest is,1905-12-05,Alice
Laura,1919-08-11,Neil,1918-07-04,Brandon,1906-04-18,Laura was born on the day the German Revolution ended. Neil was born on the day Mehmed VI became the last Sultan of the Ottoman Empire. Brandon was born on the day an earthquake with a magnitude of 7.9 occurred in San Francisco. The oldest is,1906-04-18,Brandon
Ryan,1912-02-14,Leon,1919-04-13,Rachel,1919-07-18,Ryan was born on the day Arizona became a U.S. state. Leon was born on the day the Jallianwala Bagh massacre occurred. Rachel was born on the day the Polish-Ukrainian War ended. The oldest is,1912-02-14,Ryan
Joy,1901-03-02,Luke,1901-01-22,Marco,1912-02-12,Joy was born on the day The Platt Amendment provided for Cuban independence. Luke was born on the day Edward VII became King of England and India. Marco was born on the day the Chinese Empire ended and the Republic of China was established. The oldest is,1901-01-22,Luke
Maria,1916-12-06,Ian,1908-10-01,Frank,1918-07-04,Maria was born on the day David Lloyd George became Prime Minister. Ian was born on the day the Ford Motor Company invented the Model T. Frank was born on the day Mehmed VI became the last Sultan of the Ottoman Empire. The oldest is,1908-10-01,Ian
Mark,1916-03-07,Maria,1916-12-06,Bob,1903-12-17,Mark was born on the day Bayerische Flugzeugwerke was founded. Maria was born on the day David Lloyd George became Prime Minister. Bob was born on the day the Wright brothers made their first successful flight. The oldest is,1903-12-17,Bob
Robert,1902-07-17,Grant,1917-11-26,Richard,1916-06-10,Robert was born on the day Willis Carrier invented the first modern electrical air conditioning unit. Grant was born on the day the National Hockey League was formed. Richard was born on the day the Arab Revolt began. The oldest is,1902-07-17,Robert
Jerry,1912-02-12,Charlie,1918-07-04,Leon,1912-07-30,Jerry was born on the day the Chinese Empire ended and the Republic of China was established. Charlie was born on the day Mehmed VI became the last Sultan of the Ottoman Empire. Leon was born on the day the Meiji era ended. The oldest is,1912-02-12,Jerry
Kyle,1918-11-09,Fred,1905-12-05,Alex,1908-07-26,Kyle was born on the day Wilhelm II abdicated. Fred was born on the day Henry Campbell-Bannerman became Prime Minister. Alex was born on the day the Bureau of Investigation was founded. The oldest is,1905-12-05,Fred
Kyle,1905-03-31,Frank,1905-01-22,Michael,1916-12-06,Kyle was born on the day the First Moroccan Crisis began. Frank was born on the day the Revolution of 1905 erupted. Michael was born on the day David Lloyd George became Prime Minister. The oldest is,1905-01-22,Frank
Aaron,1901-12-10,Rachel,1915-07-28,Jerry,1912-02-12,Aaron was born on the day the first Nobel Prize awards took place. Rachel was born on the day the United States occupation of Haiti began. Jerry was born on the day the Chinese Empire ended and the Republic of China was established. The oldest is,1901-12-10,Aaron
Grant,1917-11-26,Richard,1903-11-18,Marco,1912-02-12,Grant was born on the day the National Hockey League was formed. Richard was born on the day the independence of Panama from the Hay–Bunau-Varilla Treaty was signed. Marco was born on the day the Chinese Empire ended and the Republic of China was established. The oldest is,1903-11-18,Richard
